pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,effective_temperature,radius
75 Cet b,75 Cet,2,2,Radial Velocity,2012,Okayama Astrophysical Observatory,0,696.62,1.33,-1.69,0.0,1.912,0.002,-0.003,0.0,13.3,,,0.0,1.18,,,0.0,787.89662,23.5193,-28.60456,0.0,2.479,0.074,-0.09,0.0,Msini,0.093,0.026,-0.042,0.0,,,,,,,,,0,G3 III,4809.0,,,0.0,10.38,0.15,-0.26,0.0,1.92,0.07,-0.08,0.0,0.1,0.08,-0.05,0.0,[Fe/H],2.69,0.03,-0.04,0.0,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613,0.72365,-0.72365,5.3532,0.023,-0.023,3.207,0.272,-0.272,5.09343,0.0039324,-0.0039324,2500064286492779264,38.03915660773647,-1.0350312130393102,12.171720961532358,-23.26848260403418,-30.98727410150116,5.093464,4776.6523,10.4362
75 Cet c,75 Cet,2,2,Radial Velocity,2023,Okayama Astrophysical Observatory,0,2051.62,45.98,-40.47,0.0,3.929,0.058,-0.052,0.0,13.9,,,0.0,1.24,,,0.0,289.85951,27.9689,-45.44946,0.0,0.912,0.088,-0.143,0.0,Msini,0.023,0.191,-0.003,0.0,,,,,,,,,0,G3 III,4809.0,,,0.0,10.38,0.15,-0.26,0.0,1.92,0.07,-0.08,0.0,0.1,0.08,-0.05,0.0,[Fe/H],2.69,0.03,-0.04,0.0,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613,0.72365,-0.72365,5.3532,0.023,-0.023,3.207,0.272,-0.272,5.09343,0.0039324,-0.0039324,2500064286492779264,38.03915660773647,-1.0350312130393102,12.171720961532358,-23.26848260403418,-30.98727410150116,5.093464,4776.6523,10.4362
8 UMi b,8 UMi,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,0,93.4,4.5,-4.5,0.0,0.49,0.02,-0.02,0.0,13.6,,,0.0,1.22,,,0.0,416.3573,50.8528,-50.8528,0.0,1.31,0.16,-0.16,0.0,Msini,0.06,0.09,-0.09,0.0,,,,,,,,,0,K0,4847.0,7.0,-7.0,0.0,10.3,0.57,-0.57,0.0,1.44,0.19,-0.19,0.0,-0.03,,,0.0,[Fe/H],2.57,0.03,-0.03,0.0,14h56m48.40s,224.201685,+74d54m03.38s,74.9009379,162.552,0.651,-0.646,6.83295,0.023,-0.023,4.515,0.02,-0.02,6.55896,0.000237,-0.000237,1700658653802527104,224.20169209940707,74.90093845257452,6.12779791185574,13.13858910173861,3.578288401014569,6.5742455,4860.1943,10.5677
81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,1005.57,1.84,-1.94,0.0,2.104,0.003,-0.003,0.0,13.1,,,0.0,1.17,,,0.0,1051.05854,24.79062,-21.2945,0.0,3.307,0.078,-0.067,0.0,Msini,0.037,0.015,-0.025,0.0,,,,,,,,,0,G5 III,4734.0,,,0.0,11.21,0.81,-0.35,0.0,1.23,0.3,-0.25,0.0,-0.11,0.1,-0.06,0.0,[Fe/H],2.41,0.07,-0.06,0.0,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26,1.222,-1.222,5.64307,0.023,-0.023,3.266,0.258,-0.258,5.37588,0.0031065,-0.0031065,2495420602212048640,39.424361286142094,-3.396366665724085,9.519949880194927,41.76492888124554,-43.37920116060883,5.3783355,5186.5215,10.8133
AB Pic b,AB Pic,1,1,Imaging,2005,Paranal Observatory,0,,,,,260.0,,,0.0,12.3,,,0.0,1.1,,,0.0,4290.5,158.9,-158.9,0.0,13.5,0.5,-0.5,0.0,Mass,,,,,,,,,,,,,0,K2 V,5285.0,10.0,-9.0,0.0,1.0,0.03,-0.02,0.0,0.9,0.1,-0.1,0.0,0.04,0.02,-0.02,0.0,[Fe/H],4.53,0.01,-0.01,0.0,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,50.0475,0.0735,-0.0733,9.13,0.03,-0.03,6.981,0.024,-0.024,8.8378,0.001332,-0.001332,5495052596695570816,94.8039245913262,-58.05411209740835,19.945232970402884,14.314244600828026,45.23366121465081,8.838295,4877.927,1.0952
AF Lep b,AF Lep,1,1,Imaging,2023,Paranal Observatory,0,8030.0,1800.0,-1800.0,0.0,8.4,1.1,-1.3,0.0,13.1,,,0.0,1.17,,,0.0,1017.0509,222.47988,-190.69704,0.0,3.2,0.7,-0.6,0.0,Mass,0.24,0.27,-0.15,0.0,,,,,1400.0,300.0,-300.0,0.0,0,F8 V,6130.0,60.0,-60.0,0.0,1.25,0.06,-0.06,0.0,1.2,0.06,-0.06,0.0,0.19,0.02,-0.02,0.0,[Fe/H],4.4,,,0.0,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.8564,0.0189,-0.0188,6.332,0.035,-0.035,4.926,0.021,-0.021,6.18644,0.0011395,-0.0011395,3009908378049913216,81.769924030883,-11.901181972232846,37.25385312651125,16.91501447341464,-49.31799111646447,6.209527,5901.527,1.274
BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,McDonald Observatory,0,268.94,0.99,-0.99,0.0,0.78,0.05,-0.05,0.0,13.8,,,0.0,1.23,,,0.0,330.5432,149.3801,-149.3801,0.0,1.04,0.47,-0.47,0.0,Msini,0.29,0.03,-0.03,0.0,,,,,,,,,0,K2 V,4864.0,101.0,-101.0,0.0,0.86,0.04,-0.04,0.0,0.49,0.33,-0.33,0.0,0.17,,,0.0,[Fe/H],4.26,0.29,-0.29,0.0,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.352,0.0846,-0.0844,9.78,0.03,-0.03,7.336,0.023,-0.023,9.35108,0.000253,-0.000253,1759623813132980864,318.4010337421127,14.689383345555784,20.283719234387764,233.909481932005,-0.3595996373968846,9.359003,4800.7144,0.8759
BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,0,153.22,0.44,-0.44,0.0,0.576,0.027,-0.027,0.0,13.8,,,0.0,1.23,,,0.0,337.21763,85.8141,-85.8141,0.0,1.061,0.27,-0.27,0.0,Msini,0.001,0.25,-0.001,0.0,,,,,,,,,0,G5,4649.0,30.0,-30.0,0.0,8.95,1.45,-1.45,0.0,1.08,0.14,-0.14,0.0,-0.22,0.08,-0.08,0.0,[Fe/H],2.61,0.12,-0.12,0.0,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.045,45.038,-45.038,10.41,0.01,-0.01,7.718,0.017,-0.017,9.9918,0.000458,-0.000458,3924009634910406912,176.48201983243953,14.616316642346948,1.4548333096839807,-28.49217581242962,-11.676583388899068,9.997001,4643.486,10.7468
BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013,McDonald Observatory,0,137.48,0.34,-0.34,0.0,0.539,,,0.0,13.7,,,0.0,1.23,,,0.0,352.78,,,0.0,1.11,,,0.0,Msini,0.26,0.1,-0.1,0.0,,,,,,,,,0,K0,4796.0,117.0,-117.0,0.0,14.7,2.8,-2.8,0.0,1.1,0.2,-0.2,0.0,0.28,0.07,-0.07,0.0,[Fe/H],2.8,0.45,-0.45,0.0,16h00m22.95s,240.09564,+15d32m48.30s,15.5467507,426.42,6.44,-6.44,9.01,0.03,-0.03,6.525,0.016,-0.016,8.7178,0.000291,-0.000291,1193071962699902336,240.09564217841773,15.546744817149754,2.4549346110925248,15.231237338833328,-41.91514610060671,8.726087,5004.109,9.8778
BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012,McDonald Observatory,0,578.2,5.4,-5.4,0.0,1.3,,,0.0,13.0,,,0.0,1.16,,,0.0,1334.886,,,0.0,4.2,,,0.0,Msini,0.21,0.06,-0.06,0.0,,,,,,,,,0,K5 III,4296.0,10.0,-10.0,0.0,17.3,0.9,-0.9,0.0,0.8,0.2,-0.2,0.0,-0.46,0.07,-0.07,0.0,[Fe/H],1.99,0.05,-0.05,0.0,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.51,80.535,-80.535,9.367,0.008,-0.008,6.169,0.027,-0.027,8.91613,0.000468,-0.000468,96530596864007552,25.920317858822308,21.005268651211125,0.8331223811176302,0.2719824963127686,-3.668919998246097,8.923197,4705.585,28.4643
BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,0,41.6855,0.003,-0.003,0.0,0.241,0.019,-0.017,0.0,2.578,0.112,-0.112,0.0,0.23,0.01,-0.01,0.0,22.2481,9.5349,-9.5349,0.0,0.07,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,546.0,19.0,-18.0,0.0,0,G,5766.0,99.0,-99.0,0.0,1.08,0.06,-0.06,0.0,1.67,0.4,-0.4,0.0,-0.15,,,0.0,[Fe/H],4.5,0.08,-0.08,0.0,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.461,1.257,-1.24,10.849,0.012,-0.012,9.368,0.018,-0.018,10.8644,0.000249,-0.000249,58200934326315136,53.65112853813434,20.59901333282649,5.638417858323379,36.44044593637044,-51.35830505987614,10.86654,5804.169,1.0899
BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,307.88,1.47,-1.47,0.0,0.83,0.04,-0.04,0.0,13.6,,,0.0,1.21,,,0.0,432.24663,38.13941,-38.13941,0.0,1.36,0.12,-0.12,0.0,Msini,0.12,0.06,-0.06,0.0,,,,,,,,,0,K1,5004.0,50.0,-50.0,0.0,0.81,0.04,-0.04,0.0,0.81,0.07,-0.07,0.0,-0.09,0.03,-0.03,0.0,[Fe/H],4.22,0.13,-0.13,0.0,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.622,0.1919,-0.1905,9.67,0.03,-0.03,7.557,0.024,-0.024,9.41266,0.000255,-0.000255,353030751066772480,32.94710393641228,45.92421765867808,18.74158592713592,278.03681798471143,-7.081009454494748,9.419496,4971.86,0.842
BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011,McDonald Observatory,0,392.6,5.5,-5.5,0.0,1.0,,,0.0,13.9,,,0.0,1.24,,,0.0,289.2253,,,0.0,0.91,,,0.0,Msini,0.2,0.1,-0.1,0.0,,,,,,,,,0,K0 III,4414.0,15.0,-15.0,0.0,11.0,1.0,-1.0,0.0,0.74,0.39,-0.39,0.0,-0.2,0.07,-0.07,0.0,[Fe/H],2.24,0.06,-0.06,0.0,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.493,43.849,-43.849,9.139,0.004,-0.004,5.904,0.018,-0.018,8.65569,0.000365,-0.000365,438899345022759424,40.71028752154727,49.586938623208525,1.2272488868042843,3.212855317739878,-6.293857538215754,8.664298,4893.1504,20.168
BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018,Multiple Observatories,0,733.0,5.0,-8.0,0.0,1.7,0.1,-0.1,0.0,13.5,,,0.0,1.2,,,0.0,540.311,222.481,-222.481,0.0,1.7,0.7,-0.7,0.0,Msini,0.76,0.05,-0.09,0.0,,,,,,,,,0,K3 III,4534.0,8.0,-8.0,0.0,10.33,1.81,-1.81,0.0,1.09,0.16,-0.16,0.0,-0.13,0.06,-0.06,0.0,[Fe/H],2.48,0.04,-0.04,0.0,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.589,21.5335,-21.5335,8.69,0.03,-0.03,5.645,0.017,-0.017,8.26449,0.000761,-0.000761,438444868763388800,40.74254137716489,48.93005769804862,1.5922712327960349,-5.261680590658594,-1.02625674076599,8.273299,4815.094,21.8685
BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,McDonald Observatory,0,2590.0,300.0,-180.0,0.0,4.2,0.32,-0.2,0.0,13.5,,,0.0,1.21,,,0.0,508.5,127.1,-63.6,0.0,1.6,0.4,-0.2,0.0,Msini,0.35,0.24,-0.1,0.0,,,,,,,,,0,K0,4943.0,30.0,-30.0,0.0,7.6,1.3,-1.3,0.0,1.52,0.22,-0.22,0.0,-0.19,0.06,-0.06,0.0,[Fe/H],2.85,0.09,-0.09,0.0,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.042,7.654,-7.654,9.381,0.005,-0.005,6.571,0.021,-0.021,9.02851,0.000235,-0.000235,439327501725338752,45.64062020096374,49.72994678836714,2.311753519718552,7.490322435823186,-9.754018630076224,9.036065,5015.371,10.4843
BD+55 362 b,BD+55 362,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,265.59,1.04,-1.04,0.0,0.78,0.05,-0.05,0.0,14.0,,,0.0,1.25,,,0.0,228.83645,25.42627,-25.42627,0.0,0.72,0.08,-0.08,0.0,Msini,0.27,0.06,-0.06,0.0,,,,,,,,,0,K3,5012.0,78.0,-78.0,0.0,0.9,0.06,-0.04,0.0,0.91,0.1,-0.1,0.0,0.18,0.05,-0.05,0.0,[Fe/H],4.09,0.16,-0.16,0.0,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.5697,0.0974,-0.0971,9.38,0.03,-0.03,7.331,0.021,-0.021,9.15305,0.000163,-0.000163,412783469966211456,23.96373430079055,56.69819811949519,19.02968376200016,264.0169937066343,-216.18804217898852,9.161044,5047.193,0.8951
BD+60 1417 b,BD+60 1417,1,1,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,0,,,,,1662.0,,,0.0,14.684,0.673,-0.673,0.0,1.31,0.06,-0.06,0.0,4767.4261,1589.14204,-1589.14204,0.0,15.0,5.0,-5.0,0.0,Mass,,,,,,,,,1303.0,74.0,-74.0,0.0,0,K0,4993.0,124.0,-124.0,0.0,0.8,0.05,-0.05,0.0,1.0,,,0.0,,,,,,4.55,,,0.0,12h43m33.01s,190.8875453,+60d00m51.71s,60.0143636,44.9543,0.0593,-0.0592,9.374,0.003,-0.003,7.288,0.024,-0.024,9.17439,0.000533,-0.000533,1579929906250111232,190.887510261906,60.01435471735862,22.243671149460017,-126.40106226827078,-64.14089709825393,9.183514,4908.1597,0.8173
BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,1198.48,60.79,-60.79,0.0,2.06,0.14,-0.14,0.0,12.4,,,0.0,1.11,,,0.0,3305.41543,413.17693,-349.61125,0.0,10.4,1.3,-1.1,0.0,Mass,0.88,0.02,-0.02,0.0,,,,,,,,,0,K0,5000.0,53.0,-53.0,0.0,0.8,0.04,-0.06,0.0,0.82,0.08,-0.08,0.0,-0.09,0.03,-0.03,0.0,[Fe/H],4.2,0.17,-0.17,0.0,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.0473,0.0329,-0.0329,8.96,0.03,-0.03,6.78,0.017,-0.017,8.705,0.000257,-0.000257,2160951157908163968,271.397925488895,63.67004082517423,26.24444924723588,-26.321811290549675,248.00168849202225,8.712836,5035.6104,0.8029
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,5.6,0.02,-0.02,0.0,0.06,0.0,0.0,0.0,3.61,,,0.0,0.322,,,0.0,12.7132,3.1783,-3.1783,0.0,0.04,0.01,-0.01,0.0,Msini,0.15,0.15,-0.15,0.0,,,,,,,,,0,K3 V,4816.0,114.0,-114.0,0.0,0.71,0.04,-0.04,0.0,0.5,0.26,-0.26,0.0,-0.06,,,0.0,[Fe/H],4.43,0.22,-0.22,0.0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.000418,-0.000418,3770419611540574080,150.19714351869388,-9.516565346998664,24.18174634361362,-375.4159200219995,25.602309999487467,9.508946,4608.6323,0.7656
BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,237.6,1.5,-1.5,0.0,0.68,0.02,-0.02,0.0,12.5,,,0.0,1.11,,,0.0,104.0,10.0,-10.0,0.0,0.33,0.03,-0.03,0.0,Msini,0.19,0.09,-0.09,0.0,,,,,,,,,0,K3 V,4746.0,63.0,-63.0,0.0,0.72,0.02,-0.02,0.0,0.74,0.07,-0.07,0.0,-0.07,0.03,-0.03,0.0,[Fe/H],4.13,0.26,-0.26,0.0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.000418,-0.000418,3770419611540574080,150.19714351869388,-9.516565346998664,24.18174634361362,-375.4159200219995,25.602309999487467,9.508946,4608.6323,0.7656
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,W. M. Keck Observatory,0,3.48777,0.00011,-0.00011,0.0,0.04,0.0,0.0,0.0,14.1,,,0.0,1.26,,,0.0,187.5197,22.2481,-22.2481,0.0,0.59,0.07,-0.07,0.0,Msini,0.02,0.02,-0.02,0.0,,,,,,,,,0,K0 V,5393.0,44.0,-44.0,0.0,0.91,0.04,-0.04,0.0,1.47,0.24,-0.24,0.0,0.38,,,0.0,[Fe/H],4.69,0.06,-0.06,0.0,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069,0.3537,-0.3508,10.013,0.007,-0.007,8.124,0.026,-0.026,9.83981,0.000607,-0.000607,3758629479636689536,164.61909821665088,-10.77042376190866,11.947965083315609,-184.6950627902164,-8.175169679277685,9.84464,5316.47,0.929
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,La Silla Observatory,0,714.29999,5.3,-5.3,0.0,1.66,0.12,-0.12,0.0,12.5,,,0.0,1.11,,,0.0,3108.3774,1449.3048,-1449.3048,0.0,9.78,4.56,-4.56,0.0,Msini,0.21,0.07,-0.07,0.0,,,,,,,,,0,G5 IV/V,4545.0,71.0,-71.0,0.0,19.17,4.96,-4.96,0.0,2.12,1.47,-1.47,0.0,-0.08,,,0.0,[Fe/H],2.2,0.2,-0.2,0.0,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.214,41.211,-41.211,10.038,0.009,-0.009,7.151,0.023,-0.023,9.69971,0.000337,-0.000337,3030262468592291072,114.28846912621272,-13.906670806522644,1.0746279484224817,-0.6006948891468635,-3.625402830075069,9.704037,4775.8135,15.8653
BD-14 3065 b,BD-14 3065 A,3,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,4.2889731,5.2e-06,-5.2e-06,0.0,0.0656,0.0026,-0.0026,0.0,21.59,1.05,-1.05,0.0,1.926,0.094,-0.094,0.0,3932.0,290.0,-280.0,0.0,12.37,0.92,-0.87,0.0,Mass,0.066,0.0098,-0.011,0.0,646.76,,,0.0,2001.0,31.0,-31.0,0.0,0,,6935.0,90.0,-90.0,0.0,2.35,0.08,-0.08,0.0,1.41,0.05,-0.05,0.0,-0.34,0.05,-0.05,0.0,[Fe/H],3.85,0.03,-0.03,0.0,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,589.423,16.599,-15.729,11.1,0.013,-0.013,9.932,0.026,-0.026,10.91,0.001617,-0.001617,3751877374435102720,153.66966818083517,-15.642836031548004,1.764575380215696,-4.990277273712404,7.629076695393197,10.920935,6790.8027,2.2332
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,0,655.57,0.58,-0.58,0.0,1.34,0.02,-0.02,0.0,12.8,,,0.0,1.15,,,0.0,1639.99458,63.56568,-63.56568,0.0,5.16,0.2,-0.2,0.0,Mass,0.5439,0.0052,-0.0052,0.0,,,,,,,,,0,K5 V,4714.0,93.0,-93.0,0.0,0.74,0.04,-0.04,0.0,0.74,0.04,-0.04,0.0,-0.03,0.06,-0.06,0.0,[Fe/H],4.26,0.24,-0.24,0.0,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603,0.0929,-0.0924,9.62,0.03,-0.03,6.914,0.024,-0.024,9.20112,0.000514,-0.000514,2367734656180397952,7.141298148778685,-16.227357052985372,28.972342936808044,-354.9391650530546,-227.995241429754,9.2076025,4536.811,0.7709
COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),0,402000000.0,470000000.0,-100000000.0,0.0,7506.0,5205.0,-2060.0,0.0,12.442,0.336,-0.448,0.0,1.11,0.03,-0.04,0.0,2542.62726,635.65681,-635.65681,0.0,8.0,2.0,-2.0,0.0,Mass,,,,,,,,,434.0,9.0,-9.0,0.0,0,M3 V,3406.0,69.0,-69.0,0.0,0.39,0.01,-0.01,0.0,0.37,0.02,-0.02,0.0,0.0,0.08,-0.08,0.0,[Fe/H],4.83,0.03,-0.03,0.0,07h49m12.22s,117.300914,-76d42m09.71s,-76.702696,10.8864,0.0041,-0.0042,11.298,0.027,-0.027,6.579,0.018,-0.018,10.146,0.001567,-0.001567,5213167330349528064,117.3008524617764,-76.70272278517169,91.82632072954252,-102.15355740683796,-192.91818402431983,10.162108,3101.484,0.4905
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,18.57,0.01,-0.01,0.0,0.1462,0.0012,-0.0012,0.0,5.29,,,0.0,0.472,,,0.0,24.27,1.16,-1.59,0.0,0.07636,0.00365,-0.005,0.0,Msini,0.083,,,1.0,,,,,877.0,,,0.0,0,F8 V,6196.0,29.0,-29.0,0.0,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0,,,,,,4.41,0.21,-0.21,0.0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,0.1782,-0.1773,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029,3011005587574818432,86.77612373110405,-10.630324584325402,15.974631832084263,2.8519141165181328,-21.33092808406077,7.8626676,6019.1255,1.3177
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,6.584,0.003,-0.002,0.0,0.0733,0.0006,-0.0007,0.0,3.06,,,0.0,0.273,,,0.0,9.6,0.53,-1.58,0.0,0.0302,0.00167,-0.00497,0.0,Msini,0.057,,,1.0,,,,,1239.0,,,0.0,0,F8 V,6196.0,29.0,-29.0,0.0,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0,,,,,,4.41,0.21,-0.21,0.0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,0.1782,-0.1773,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029,3011005587574818432,86.77612373110405,-10.630324584325402,15.974631832084263,2.8519141165181328,-21.33092808406077,7.8626676,6019.1255,1.3177
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,2.882,0.001,-0.001,0.0,0.0422,0.0004,-0.0003,0.0,1.65,,,0.0,0.147,,,0.0,3.35,0.38,-0.34,0.0,0.01054,0.0012,-0.00107,0.0,Msini,0.07,,,1.0,,,,,1632.0,,,0.0,0,F8 V,6196.0,29.0,-29.0,0.0,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0,,,,,,4.41,0.21,-0.21,0.0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,0.1782,-0.1773,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029,3011005587574818432,86.77612373110405,-10.630324584325402,15.974631832084263,2.8519141165181328,-21.33092808406077,7.8626676,6019.1255,1.3177
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,5.516,0.002,-0.004,0.0,0.0651,0.0005,-0.0005,0.0,1.86,,,0.0,0.166,,,0.0,4.13,0.66,-1.14,0.0,0.01299,0.00208,-0.00359,0.0,Msini,0.07,,,1.0,,,,,1314.0,,,0.0,0,F8 V,6196.0,29.0,-29.0,0.0,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0,,,,,,4.41,0.21,-0.21,0.0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,0.1782,-0.1773,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029,3011005587574818432,86.77612373110405,-10.630324584325402,15.974631832084263,2.8519141165181328,-21.33092808406077,7.8626676,6019.1255,1.3177
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,Multiple Facilities,0,5.2072,0.0002,-0.0055,0.0,0.0664,0.0005,-0.0005,0.0,14.3,,,0.0,1.28,,,0.0,138.89171,9.5349,-18.75197,0.0,0.437,0.03,-0.059,0.0,Msini,0.078,,,0.0,,,,,1000.0,,,0.0,0,F5 V,6500.0,100.0,-100.0,0.0,1.78,0.09,-0.09,0.0,1.44,0.03,-0.03,0.0,,,,,,4.1,0.04,-0.04,0.0,01h49m37.86s,27.407731,-34d27m32.75s,-34.4590985,137.94,0.681,-0.675,8.57,0.03,-0.03,7.437,0.026,-0.026,8.45824,0.000266,-0.000266,5017319806652067072,27.407726437328947,-34.45909747801653,7.356949887545712,-27.30537706273646,7.613328187356702,8.468078,6371.5977,1.9234
DMPP-4 b,DMPP-4,1,1,Radial Velocity,2023,Multiple Observatories,0,3.4982,0.0022,-0.2327,0.0,0.04853,0.00036,-0.00197,0.0,3.53,,,0.0,0.315,,,0.0,12.2,1.8,-1.9,0.0,0.03839,0.00566,-0.00598,0.0,Msini,0.063,,,1.0,,,,,,,,,0,F5-F8 V,6400.0,50.0,-50.0,0.0,1.38,0.01,-0.01,0.0,1.25,0.02,-0.02,0.0,-0.007,0.056,-0.056,0.0,[Fe/H],4.24,0.1,-0.1,0.0,19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069,25.3284,0.0382,-0.038,5.72936,0.023,-0.023,4.494,0.018,-0.018,5.60037,0.0014052,-0.0014052,2136027771930903808,293.5826716299279,51.23578063364744,39.322675050187975,30.47230687588716,-188.5704405308556,5.597351,6233.2827,1.4264
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,8.138268,1.1e-05,-1.1e-05,0.0,,,,,5.7,0.17,-0.17,0.0,0.509,0.015,-0.015,0.0,413.179,,,1.0,1.3,,,1.0,Mass,0.0,,,0.0,115.83,,,0.0,850.0,,,0.0,0,G6 V,5428.0,80.0,-80.0,0.0,0.96,0.03,-0.03,0.0,1.01,0.06,-0.06,0.0,0.0,,,0.0,,4.6,0.15,-0.15,0.0,23h39m39.71s,354.9154673,-69d11m45.75s,-69.196043,44.0622,0.0693,-0.0691,8.17,0.03,-0.03,6.676,0.034,-0.034,8.31926,0.001025,-0.001025,6387058411482257536,354.9154985453436,-69.19605237935818,22.63674663857418,79.52919795813374,-67.5510846814538,8.341437,5525.0024,0.9048
